# Field        RA              Dec               RAx           DECx          GAL_LONG             GAL_LAT                USNO     Hari    Hari_dat   ugr     ugr_dat    comment      started   finished   observe   DR1-red   DR1-blue   ESO-red   ESO-blue   DR2-red   DR2-blue  
  vphas_0198   106.451612903   -5.8064516129     07:05:48.39   -05:48:23.2   219.73551486297924   0.5353612173501263     42202    true    20140224   false   ""         ""           true      false      true      false     false      true      false      false     ""        
  vphas_0199   107.419354839   -5.8064516129     07:09:40.65   -05:48:23.2   220.17856807320447   1.3901721849472113     44241    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0200   108.387096774   -5.8064516129     07:13:32.90   -05:48:23.2   220.62340309059593   2.244141342903836      46521    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0201   109.35483871    -5.8064516129     07:17:25.16   -05:48:23.2   221.0702183409077    3.0972135334572295     42386    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0202   110.322580645   -5.8064516129     07:21:17.42   -05:48:23.2   221.5192140361749    3.9493325598654994     39888    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0203   111.290322581   -5.8064516129     07:25:09.68   -05:48:23.2   221.9705924727312    4.800441097779768      38222    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0204   274.838709677   -5.8064516129     18:19:21.29   -05:48:23.2   24.0848310357276     4.439914239258846      47536    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0205   275.806451613   -5.8064516129     18:23:13.55   -05:48:23.2   24.535174950461137   3.588370434688994      57334    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0206   276.774193548   -5.8064516129     18:27:05.81   -05:48:23.2   24.98322211900499    2.735840577684809      54564    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0207   277.741935484   -5.8064516129     18:30:58.06   -05:48:23.2   25.429173919224652   1.8823815014435983     62239    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0208   278.709677419   -5.8064516129     18:34:50.32   -05:48:23.2   25.87322976959513    1.0280489523950946     45121    true    20140429   true    20140803   "D, blue r"  true      true       true      false     false      false     false      false     false     
  vphas_0209   279.677419355   -5.8064516129     18:38:42.58   -05:48:23.2   26.31558742663061    0.17289767783425333    67607    true    20140429   true    20140803   "D, blue r"  true      true       true      false     false      false     false      false     false     
  vphas_0210   280.64516129    -5.8064516129     18:42:34.84   -05:48:23.2   26.756443274054284   -0.6830184744689136    165783   true    20120719   true    20130922   ""           true      true       true      true      false      true      true       true      true      
  vphas_0211   281.612903226   -5.8064516129     18:46:27.10   -05:48:23.2   27.195992619072772   -1.5396464726506291    168584   true    20120719   true    20130922   "u, D"       true      true       true      true      false      true      true       true      true      
  vphas_0212   282.580645161   -5.8064516129     18:50:19.35   -05:48:23.2   27.634429981821583   -2.396934004575714     188692   true    20120707   true    20120808   "n6705,g ..." true      true       true      true      true       true      true       true      true      
  vphas_0213   283.548387097   -5.8064516129     18:54:11.61   -05:48:23.2   28.07194939328698    -3.2548293971286233    214202   true    20120707   true    20120808   "red D, (..." true      true       true      true      true       true      true       true      true      
  vphas_0214   284.516129032   -5.8064516129     18:58:03.87   -05:48:23.2   28.50874468791236    -4.113281522377554     170786   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0215   285.483870968   -5.8064516129     19:01:56.13   -05:48:23.2   28.94500980616741    -4.972239718686771     150070   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0216   100.916442049   -6.77419354839    06:43:39.95   -06:46:27.1   218.09228026559273   -4.804235525581054     44187    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0217   101.886792453   -6.77419354839    06:47:32.83   -06:46:27.1   218.5285603831511    -3.9444394826476072    46519    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0218   102.857142857   -6.77419354839    06:51:25.71   -06:46:27.1   218.96565824237183   -3.085285348939905     50249    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0219   103.827493261   -6.77419354839    06:55:18.60   -06:46:27.1   219.40376720560388   -2.2268245314192643    46076    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0220   104.797843666   -6.77419354839    06:59:11.48   -06:46:27.1   219.84308077118473   -1.3691090494363887    37460    true    20140329   true    20150126   ""           true      true       true      false     false      true      false      false     ""        
  vphas_0221   105.76819407    -6.77419354839    07:03:04.37   -06:46:27.1   220.28379286690557   -0.5121916248337602    38258    true    20140329   true    20150126   ""           true      true       true      false     false      true      false      false     ""        
  vphas_0222   106.738544474   -6.77419354839    07:06:57.25   -06:46:27.1   220.72609814536492   0.3438742357106861     40210    true    20140329   true    20150126   ""           true      true       true      false     false      true      false      false     ""        
  vphas_0223   107.708894879   -6.77419354839    07:10:50.13   -06:46:27.1   221.17019227336317   1.1990341490336698     47034    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0224   108.679245283   -6.77419354839    07:14:43.02   -06:46:27.1   221.61627222009196   2.053232762236585      50971    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0225   109.649595687   -6.77419354839    07:18:35.90   -06:46:27.1   222.0645365489619    2.906413665477465      44588    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0226   110.619946092   -6.77419354839    07:22:28.79   -06:46:27.1   222.5151857054928    3.7585192946666783     42158    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0227   111.590296496   -6.77419354839    07:26:21.67   -06:46:27.1   222.96842230596815   4.609490831744039      41745    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0228   273.638814016   -6.77419354839    18:14:33.32   -06:46:27.1   22.665580221011496   5.038621964161393      55678    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0229   274.60916442    -6.77419354839    18:18:26.20   -06:46:27.1   23.120200723936083   4.188245694637951      51145    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0230   275.579514825   -6.77419354839    18:22:19.08   -06:46:27.1   23.57213058185488    3.3367051349810852     59432    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0231   276.549865229   -6.77419354839    18:26:11.97   -06:46:27.1   24.021573618175825   2.484059772669768      61297    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0232   277.520215633   -6.77419354839    18:30:04.85   -06:46:27.1   24.468731338624014   1.6303677911847638     65480    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0233   278.490566038   -6.77419354839    18:33:57.74   -06:46:27.1   24.91380322052896    0.7756861710680079     58962    true    20130812   false   ""         ""           true      false      true      false     false      true      false      true      ""        
  vphas_0234   279.460916442   -6.77419354839    18:37:50.62   -06:46:27.1   25.35698700104169    -0.07992921158000917   49956    true    20130812   false   ""         ""           true      false      true      false     false      true      false      true      ""        
  vphas_0235   280.431266846   -6.77419354839    18:41:43.50   -06:46:27.1   25.798478968973846   -0.9364234968326626    160984   true    20130812   false   ""         ""           true      false      true      false     false      true      false      true      ""        
  vphas_0236   281.401617251   -6.77419354839    18:45:36.39   -06:46:27.1   26.23847425265317    -1.7937427467709883    211435   true    20120707   true    20130605   "red D"      true      true       true      true      false      true      true       true      true      
  vphas_0237   282.371967655   -6.77419354839    18:49:29.27   -06:46:27.1   26.677167108635317   -2.6518338530528487    227154   true    20120707   true    20130605   "red D, n..." true      true       true      true      false      true      true       true      true      
  vphas_0238   283.342318059   -6.77419354839    18:53:22.16   -06:46:27.1   27.114751216015193   -3.510644453920628     253848   true    20130628   true    20130706   (n6705)      true      true       true      false     false      true      true       true      true      
  vphas_0239   284.312668464   -6.77419354839    18:57:15.04   -06:46:27.1   27.551419968910498   -4.370122844474328     199137   true    20130628   true    20130706   ""           true      true       true      false     false      true      true       true      true      
  vphas_0240   101.189189189   -7.74193548387    06:44:45.41   -07:44:31.0   219.08177750974693   -4.998581272384424     45387    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0241   102.162162162   -7.74193548387    06:48:38.92   -07:44:31.0   219.51777191052153   -4.137991428656714     47098    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0242   103.135135135   -7.74193548387    06:52:32.43   -07:44:31.0   219.95479110439385   -3.2781582163023355    51290    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0243   104.108108108   -7.74193548387    06:56:25.95   -07:44:31.0   220.39302767466805   -2.4191336747214476    40169    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0244   105.081081081   -7.74193548387    07:00:19.46   -07:44:31.0   220.8326744556426    -1.5609705706656063    37858    true    20130213   true    20120318   ""           true      true       true      false     true       true      true       true      true      
  vphas_0245   106.054054054   -7.74193548387    07:04:12.97   -07:44:31.0   221.2739248243625    -0.7037224850217498    41300    true    20130213   true    20120318   ""           true      true       true      false     true       true      true       true      true      
  vphas_0246   107.027027027   -7.74193548387    07:08:06.49   -07:44:31.0   221.71697298949059   0.15255609913265103    43060    true    20130213   true    20120318   ""           true      true       true      false     true       true      true       true      true      
  vphas_0247   108.0           -7.74193548387    07:12:00.00   -07:44:31.0   222.16201427802486   1.0078097069411958     54800    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0248   108.972972973   -7.74193548387    07:15:53.51   -07:44:31.0   222.6092454205519    1.8619817803826166     50585    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0249   109.945945946   -7.74193548387    07:19:47.03   -07:44:31.0   223.0588648356955    2.715014584821663      47376    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0250   110.918918919   -7.74193548387    07:23:40.54   -07:44:31.0   223.5110729143844    3.5668491132280735     47420    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0251   111.891891892   -7.74193548387    07:27:34.05   -07:44:31.0   223.96607230453384   4.417424987790588      44385    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0252   273.405405405   -7.74193548387    18:13:37.30   -07:44:31.0   21.699675358232682   4.785633259724286      54115    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0253   274.378378378   -7.74193548387    18:17:30.81   -07:44:31.0   22.155947992031155   3.9356219688901177     51363    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0254   275.351351351   -7.74193548387    18:21:24.32   -07:44:31.0   22.609340719770813   3.0843254070781643     48391    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0255   276.324324324   -7.74193548387    18:25:17.84   -07:44:31.0   23.06005725612437    2.2318045774301596     50313    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0256   277.297297297   -7.74193548387    18:29:11.35   -07:44:31.0   23.50829893513468    1.3781190687901823     51688    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0257   278.27027027    -7.74193548387    18:33:04.86   -07:44:31.0   23.954264995251418   0.5233271553056897     61737    true    20130803   true    20150611   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0258   279.243243243   -7.74193548387    18:36:58.38   -07:44:31.0   24.398152863707047   -0.3325141066960532    54042    true    20130803   true    20150611   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0259   280.216216216   -7.74193548387    18:40:51.89   -07:44:31.0   24.840158440812356   -1.1893487842821098    141886   true    20130803   true    20150611   "D, r"       true      true       true      false     false      true      false      true      ""        
  vphas_0260   281.189189189   -7.74193548387    18:44:45.41   -07:44:31.0   25.280476384782048   -2.047121975665974     226269   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0261   282.162162162   -7.74193548387    18:48:38.92   -07:44:31.0   25.71930039773496    -2.9057797198730704    223037   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0262   283.135135135   -7.74193548387    18:52:32.43   -07:44:31.0   26.156823513544754   -3.7652689080532933    264847   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0263   284.108108108   -7.74193548387    18:56:25.95   -07:44:31.0   26.593238388252093   -4.62553719617831      225732   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0264   101.463414634   -8.70967741935    06:45:51.22   -08:42:34.8   220.07211533055303   -5.191324336314323     40664    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0265   102.43902439    -8.70967741935    06:49:45.37   -08:42:34.8   220.50772495655627   -4.330195202589279     41505    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0266   103.414634146   -8.70967741935    06:53:39.51   -08:42:34.8   220.94456789815052   -3.4699376118174636    42655    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0267   104.390243902   -8.70967741935    06:57:33.66   -08:42:34.8   221.38283567614118   -2.610604311688234     34302    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0268   105.365853659   -8.70967741935    07:01:27.80   -08:42:34.8   221.82272018068397   -1.752248889938019     36834    true    20121217   true    20120315   ""           true      true       true      false     true       true      true       true      true      
  vphas_0269   106.341463415   -8.70967741935    07:05:21.95   -08:42:34.8   222.2644139566022    -0.8949258647919569    39005    true    20121217   true    20120315   ""           true      true       true      false     true       true      true       true      true      
  vphas_0270   107.317073171   -8.70967741935    07:09:16.10   -08:42:34.8   222.7081104901054    -0.03869076806514962   42156    true    20121217   true    20120315   ""           true      true       true      false     true       true      true       true      true      
  vphas_0271   108.292682927   -8.70967741935    07:13:10.24   -08:42:34.8   223.15400448859236   0.8163997612238314     47480    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0272   109.268292683   -8.70967741935    07:17:04.39   -08:42:34.8   223.60229216095678   1.670287885668692      42177    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0273   110.243902439   -8.70967741935    07:20:58.54   -08:42:34.8   224.0531714963181    2.5229144751801202     41273    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0274   111.219512195   -8.70967741935    07:24:52.68   -08:42:34.8   224.50684254221224   3.3742190101970806     42347    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0275   112.195121951   -8.70967741935    07:28:46.83   -08:42:34.8   224.9635076827925    4.224139482137872      41914    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0276   113.170731707   -8.70967741935    07:32:40.98   -08:42:34.8   225.4233719175547    5.072612290820704      43580    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0277   273.170731707   -8.70967741935    18:12:40.98   -08:42:34.8   20.73428388541321    4.531397137703562      50282    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0278   274.146341463   -8.70967741935    18:16:35.12   -08:42:34.8   21.19208305501181    3.681993186942025      44608    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0279   275.12195122    -8.70967741935    18:20:29.27   -08:42:34.8   21.64681425170558    2.8311823427217147     51268    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0280   276.097560976   -8.70967741935    18:24:23.41   -08:42:34.8   22.098680773058213   1.9790271794030736     48220    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0281   277.073170732   -8.70967741935    18:28:17.56   -08:42:34.8   22.547883480623195   1.1255887429481577     55823    true    20130615   true    20140803   "D, g, Ha"   true      true       true      false     false      true      false      true      false     
  vphas_0282   278.048780488   -8.70967741935    18:32:11.71   -08:42:34.8   22.994621076409768   0.27092665502166086    62075    true    20130615   true    20140803   ""           true      true       true      false     false      true      false      true      false     
  vphas_0283   279.024390244   -8.70967741935    18:36:05.85   -08:42:34.8   23.43909038148335    -0.5849007901234207    60125    true    20120720   true    20130803   ""           true      true       true      true      false      true      true       true      true      
  vphas_0284   280.0           -8.70967741935    18:40:00.00   -08:42:34.8   23.881486614435183   -1.441836530478916     114365   true    20120720   true    20130803   ""           true      true       true      true      false      true      true       true      true      
  vphas_0285   280.975609756   -8.70967741935    18:43:54.15   -08:42:34.8   24.322003670760722   -2.299824643439341     185666   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0286   281.951219512   -8.70967741935    18:47:48.29   -08:42:34.8   24.760834403757297   -3.158810255025388     184966   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0287   282.926829268   -8.70967741935    18:51:42.44   -08:42:34.8   25.198170907586928   -4.018739450913042     228434   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0288   283.902439024   -8.70967741935    18:55:36.59   -08:42:34.8   25.634204803190276   -4.879559189012843     213644   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0289   102.717391304   -9.67741935484    06:50:52.17   -09:40:38.7   221.4983899980423    -4.521141232399034     42713    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0290   103.695652174   -9.67741935484    06:54:46.96   -09:40:38.7   221.9349595376679    -3.6607159415098502    40255    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0291   104.673913043   -9.67741935484    06:58:41.74   -09:40:38.7   222.37316232574673   -2.8013307167742574    32527    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0292   105.652173913   -9.67741935484    07:02:36.52   -09:40:38.7   222.81318902682136   -1.9430400429176293    31535    true    20130130   true    20130312   ""           true      true       true      false     false      true      true       true      true      
  vphas_0293   106.630434783   -9.67741935484    07:06:31.30   -09:40:38.7   223.25523107438428   -1.0858994478663497    36935    true    20130130   true    20130312   "Ha, D"      true      true       true      false     false      true      true       true      true      
  vphas_0294   107.608695652   -9.67741935484    07:10:26.09   -09:40:38.7   223.69948095027948   -0.22996558872906545   41501    true    20130130   true    20130312   "u, Ha, D"   true      true       true      false     false      true      true       true      true      
  vphas_0295   108.586956522   -9.67741935484    07:14:20.87   -09:40:38.7   224.1461324614868    0.6247036603165504     44375    true    20150116   true    20150216   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0296   109.565217391   -9.67741935484    07:18:15.65   -09:40:38.7   224.59538101032007   1.478049109260644      41228    true    20150116   true    20150216   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0297   110.543478261   -9.67741935484    07:22:10.43   -09:40:38.7   225.0474238700178    2.330010164221322      42939    true    20150116   true    20150216   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0298   111.52173913    -9.67741935484    07:26:05.22   -09:40:38.7   225.50246045210145   3.180524722795057      42470    true    20120121   true    20120221   std          true      true       true      true      true       true      true       true      true      
  vphas_0299   112.5           -9.67741935484    07:30:00.00   -09:40:38.7   225.9606925807039    4.0295290804514385     44355    true    20120121   true    20120221   "std,Cz 30"  true      true       true      true      true       true      true       true      true      
  vphas_0300   113.47826087    -9.67741935484    07:33:54.78   -09:40:38.7   226.42232476001038   4.876957820708009      42906    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0301   271.956521739   -9.67741935484    18:07:49.57   -09:40:38.7   19.306759527568346   5.122820535717725      45180    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0302   272.934782609   -9.67741935484    18:11:44.35   -09:40:38.7   19.76941812678174    4.275862011293836      50729    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0303   273.913043478   -9.67741935484    18:15:39.13   -09:40:38.7   20.228616727356552   3.4273085322717303     50109    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0304   274.891304348   -9.67741935484    18:19:33.91   -09:40:38.7   20.684560664602422   2.5772260289994793     80077    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0305   275.869565217   -9.67741935484    18:23:28.70   -09:40:38.7   21.137452511807847   1.7256786951901577     55070    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0306   276.847826087   -9.67741935484    18:27:23.48   -09:40:38.7   21.587492354756364   0.8727290856745398     54390    true    20130615   true    20140803   ""           true      true       true      false     false      true      false      true      false     
  vphas_0307   277.826086957   -9.67741935484    18:31:18.26   -09:40:38.7   22.034878059080423   0.01843822395392965    56239    true    20120714   true    20120915   ""           true      true       true      true      true       true      true       true      true      
  vphas_0308   278.804347826   -9.67741935484    18:35:13.04   -09:40:38.7   22.479805542528396   -0.8371343019168868    55594    true    20120714   true    20120915   ""           true      true       true      true      true       true      true       true      true      
  vphas_0309   279.782608696   -9.67741935484    18:39:07.83   -09:40:38.7   22.922469047937636   -1.693930246190372     107016   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0310   280.760869565   -9.67741935484    18:43:02.61   -09:40:38.7   23.363061412961162   -2.551892605991597     177554   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0311   281.739130435   -9.67741935484    18:46:57.39   -09:40:38.7   23.801774348449175   -3.410965537223858     179656   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0312   282.717391304   -9.67741935484    18:50:52.17   -09:40:38.7   24.238798712074296   -4.271094258409189     210661   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0313   283.695652174   -9.67741935484    18:54:46.96   -09:40:38.7   24.67432479227309    -5.1322249702775       207829   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0314   102.997275204   -10.6451612903    06:51:59.35   -10:38:42.6   222.4897369519261    -4.7109219979426875    37108    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0315   103.978201635   -10.6451612903    06:55:54.77   -10:38:42.6   222.925936341759     -3.8505875755693615    35811    true    20130301   true    20150212   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0316   104.959128065   -10.6451612903    06:59:50.19   -10:38:42.6   223.36397810468154   -2.9914090374872053    37055    true    20130301   true    20150212   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0317   105.940054496   -10.6451612903    07:03:45.61   -10:38:42.6   223.80405139789036   -2.13344184267653      27074    true    20130301   true    20150212   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0318   106.920980926   -10.6451612903    07:07:41.04   -10:38:42.6   224.24634626199517   -1.2767426054783424    30624    true    20120317   true    20130314   std          true      true       true      true      false      true      true       true      true      
  vphas_0319   107.901907357   -10.6451612903    07:11:36.46   -10:38:42.6   224.6910538956497    -0.42136917737735835   34528    true    20120317   true    20130314   std          true      true       true      true      false      true      true       true      true      
  vphas_0320   108.882833787   -10.6451612903    07:15:31.88   -10:38:42.6   225.13836692009608   0.4326192551858421     38041    true    20150127   true    20150222   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0321   109.863760218   -10.6451612903    07:19:27.30   -10:38:42.6   225.58847964864052   1.285162084677182      40660    true    20150127   true    20150222   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0322   110.844686649   -10.6451612903    07:23:22.72   -10:38:42.6   226.04158834755057   2.136197180727008      42827    true    20150127   true    20150222   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0323   111.825613079   -10.6451612903    07:27:18.15   -10:38:42.6   226.49789150022187   2.985660794327448      42564    true    20150128   false   ""         ""           true      false      true      false     false      false     false      ""        ""        
  vphas_0324   112.80653951    -10.6451612903    07:31:13.57   -10:38:42.6   226.95759007057765   3.833487458975926      46082    true    20150128   false   ""         ""           true      false      true      false     false      false     false      ""        ""        
  vphas_0325   113.78746594    -10.6451612903    07:35:08.99   -10:38:42.6   227.42088776137658   4.6796098798916175     41803    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0326   271.716621253   -10.6451612903    18:06:51.99   -10:38:42.6   18.340977431093535   4.864715397234733      47052    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0327   272.697547684   -10.6451612903    18:10:47.41   -10:38:42.6   18.80509098459502    4.018975456607368      48464    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0328   273.678474114   -10.6451612903    18:14:42.83   -10:38:42.6   19.265560404457833   3.1715162794308256     49235    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0329   274.659400545   -10.6451612903    18:18:38.26   -10:38:42.6   19.722590030568874   2.3224055710751554     51807    true    20120610   true    20120811   pl           true      true       true      true      true       true      true       true      true      
  vphas_0330   275.640326975   -10.6451612903    18:22:33.68   -10:38:42.6   20.176381402963724   1.471709192149019      44658    true    20120610   true    20120811   ""           true      true       true      true      true       true      true       true      true      
  vphas_0331   276.621253406   -10.6451612903    18:26:29.10   -10:38:42.6   20.627133527085615   0.6194912570530233     52244    true    20120726   true    20120821   ""           true      true       true      true      true       true      true       true      true      
  vphas_0332   277.602179837   -10.6451612903    18:30:24.52   -10:38:42.6   21.0750431324049     -0.23418575780977938   52585    true    20120726   true    20120821   ""           true      true       true      true      true       true      true       true      true      
  vphas_0333   278.583106267   -10.6451612903    18:34:19.95   -10:38:42.6   21.520304936415076   -1.08926091756602      58537    true    20120528   true    20120819   n6649        true      true       true      true      true       true      true       true      true      
  vphas_0334   279.564032698   -10.6451612903    18:38:15.37   -10:38:42.6   21.963111909745507   -1.9456747352625479    143473   true    20120528   true    20120819   ""           true      true       true      true      true       true      true       true      true      
  vphas_0335   280.544959128   -10.6451612903    18:42:10.79   -10:38:42.6   22.403655538406795   -2.803369072113729     177028   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0336   281.525885559   -10.6451612903    18:46:06.21   -10:38:42.6   22.842126095002424   -3.6622870531802025    190449   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0337   282.506811989   -10.6451612903    18:50:01.63   -10:38:42.6   23.27871290549071    -4.52237297116644      203754   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0338   103.278688525   -11.6129032258    06:53:06.89   -11:36:46.5   223.48173520263438   -4.899631985912324     39790    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0339   104.262295082   -11.6129032258    06:57:02.95   -11:36:46.5   223.91746805914687   -4.039648798572349     34082    true    20141229   true    20150216   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0340   105.245901639   -11.6129032258    07:00:59.02   -11:36:46.5   224.35525288065745   -3.180937244344841     32628    true    20141229   true    20150216   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0341   106.229508197   -11.6129032258    07:04:55.08   -11:36:46.5   224.79527703610188   -2.3235538338205166    34507    true    20141229   true    20150216   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0342   107.213114754   -11.6129032258    07:08:51.15   -11:36:46.5   225.2377288934567    -1.4675563415155672    39948    true    20130214   true    20140421   ""           true      true       true      false     false      true      true       true      false     
  vphas_0343   108.196721311   -11.6129032258    07:12:47.21   -11:36:46.5   225.68279808537366   -0.6130038894951593    30226    true    20130214   true    20140421   ""           true      true       true      false     false      true      true       true      false     
  vphas_0344   109.180327869   -11.6129032258    07:16:43.28   -11:36:46.5   226.1306757676892    0.24004295895606856    38236    true    20130214   true    20140421   ""           true      true       true      false     false      true      true       true      false     
  vphas_0345   110.163934426   -11.6129032258    07:20:39.34   -11:36:46.5   226.5815548753159    1.0915221032630644     42344    true    20150128   true    20150309   ""           true      true       true      false     false      false     false      ""        ""        
