# Field        RA              Dec               RAx           DECx          GAL_LONG             GAL_LAT                USNO     Hari    Hari_dat   ugr     ugr_dat    comment      started   finished   observe   DR1-red   DR1-blue   ESO-red   ESO-blue   DR2-red   DR2-blue  
  vphas_0001   97.2192513369   0.0               06:28:52.62   +00:00:00.0   210.3534750868879    -5.01804343538825      27543    true    20141201   true    20141217   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0002   98.1818181818   0.0               06:32:43.64   +00:00:00.0   210.7952274032597    -4.162097613447453     29999    true    20140106   true    20141227   ""           true      true       true      false     false      true      false      false     ""        
  vphas_0003   99.1443850267   0.0               06:36:34.65   +00:00:00.0   211.23602008609907   -3.305905783504482     26290    true    20140106   true    20141227   ""           true      true       true      false     false      true      false      false     ""        
  vphas_0004   100.106951872   0.0               06:40:25.67   +00:00:00.0   211.67605232783458   -2.4495190595653815    32460    true    20120113   true    20111230   std          true      true       true      true      true       true      true       true      true      
  vphas_0005   101.069518717   0.0               06:44:16.68   +00:00:00.0   212.1155221352963    -1.5929882180754926    36080    true    20120113   true    20111230   "std,Dol 25" true      true       true      true      true       true      true       true      true      
  vphas_0006   102.032085561   0.0               06:48:07.70   +00:00:00.0   212.5546266398745    -0.7363637855698186    33396    true    20130214   true    20141224   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0007   102.994652406   0.0               06:51:58.72   +00:00:00.0   212.99356240607966   0.12030387591887447    39766    true    20131130   true    20120225   "2 tries"    true      true       true      false     true       true      true       false     true      
  vphas_0008   103.957219251   0.0               06:55:49.73   +00:00:00.0   213.43252573476516   0.9769644765064001     35260    true    20131130   true    20120225   "2 tries"    true      true       true      false     true       true      true       false     true      
  vphas_0009   104.919786096   0.0               06:59:40.75   +00:00:00.0   213.87171297007836   1.8335677149797571     36380    true    20131130   true    20120225   "B34  Ha, D" true      true       true      false     true       true      true       false     true      
  vphas_0010   105.882352941   0.0               07:03:31.76   +00:00:00.0   214.31132080424405   2.6900631908306765     35078    true    20130215   true    20141223   "Ha, D"      true      true       true      false     false      true      false      true      ""        
  vphas_0011   106.844919786   0.0               07:07:22.78   +00:00:00.0   214.75154658372819   3.5464003168544025     35449    true    20130215   true    20141223   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0012   107.807486631   0.0               07:11:13.80   +00:00:00.0   215.19258861713843   4.402528231138161      37269    true    20130215   true    20141223   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0013   277.219251337   0.0               18:28:52.62   -00:00:00.0   30.35347508693382    5.018043435299385      23015    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0014   278.181818182   0.0               18:32:43.64   -00:00:00.0   30.79522740335136    4.1620976132696015     33110    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0015   279.144385027   0.0               18:36:34.65   -00:00:00.0   31.23602008623635    3.3059057832375833     21406    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0016   280.106951872   0.0               18:40:25.67   -00:00:00.0   31.67605232783454    2.4495190595654224     27987    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0017   281.069518717   0.0               18:44:16.68   -00:00:00.0   32.11552213529629    1.5929882180754658     46719    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0018   282.032085561   0.0               18:48:07.70   -00:00:00.0   32.55462663987449    0.7363637855698821     39022    true    20130716   true    20130701   ""           true      true       true      false     false      true      true       true      true      
  vphas_0019   282.994652406   0.0               18:51:58.72   -00:00:00.0   32.993562406079675   -0.12030387591888082   109764   true    20120520   true    20120527   ""           true      true       true      true      true       true      true       true      true      
  vphas_0020   283.957219251   0.0               18:55:49.73   -00:00:00.0   33.43252573476518    -0.9769644765064065    136178   true    20120520   true    20120527   ""           true      true       true      true      true       true      true       true      true      
  vphas_0021   284.919786096   0.0               18:59:40.75   -00:00:00.0   33.87171297007836    -1.833567714979728     109764   true    20130602   true    20120429   (B81)        true      true       true      true      true       true      true       true      true      
  vphas_0022   285.882352941   0.0               19:03:31.76   -00:00:00.0   34.311320804244076   -2.690063190830689     158581   true    20130602   true    20120429   (B81)        true      true       true      true      true       true      true       true      true      
  vphas_0023   286.844919786   0.0               19:07:22.78   -00:00:00.0   34.751546583728185   -3.5464003168543616    171556   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0024   287.807486631   0.0               19:11:13.80   -00:00:00.0   35.1925886171384     -4.402528231138118     147933   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0025   97.2192513369   0.967741935484    06:28:52.62   +00:58:03.9   209.49032706287304   -4.574520717866004     29770    true    20140106   true    20141227   ""           true      true       true      false     false      true      false      false     ""        
  vphas_0026   98.1818181818   0.967741935484    06:32:43.64   +00:58:03.9   209.932739420432     -3.7192025811650704    28559    true    20130209   true    20141227   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0027   98.1818181818   -0.967741935484   06:32:43.64   -00:58:03.9   211.658685204621     -4.6040517872150675    31013    true    20141201   true    20141217   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0028   99.1443850267   0.967741935484    06:36:34.65   +00:58:03.9   210.37405073160647   -2.8635387578395672    25274    true    20130209   true    20141227   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0029   99.1443850267   -0.967741935484   06:36:34.65   -00:58:03.9   212.09875795308542   -3.7475255976858897    29372    true    20141201   true    20141217   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0030   100.106951872   0.967741935484    06:40:25.67   +00:58:03.9   210.81446008839472   -2.0075807457467785    31107    true    20120114   true    20120119   NGC2262      true      true       true      true      true       true      true       true      true      
  vphas_0031   100.106951872   -0.967741935484   06:40:25.67   -00:58:03.9   212.53821297118216   -2.890903783539037     34351    true    20120219   true    20120223   Corot        true      true       true      true      true       true      true       true      true      
  vphas_0032   101.069518717   0.967741935484    06:44:16.68   +00:58:03.9   211.25416538778634   -1.151379617602175     35117    true    20120114   true    20120119   ""           true      true       true      true      true       true      true       true      true      
  vphas_0033   101.069518717   -0.967741935484   06:44:16.68   -00:58:03.9   212.97724806269855   -2.0342368309462127    34991    true    20120219   true    20120223   ""           true      true       true      true      true       true      true       true      true      
  vphas_0034   102.032085561   0.967741935484    06:48:07.70   +00:58:03.9   211.69336363977823   -0.29498610892008276   32680    true    20120114   true    20120119   ""           true      true       true      true      true       true      true       true      true      
  vphas_0035   102.032085561   -0.967741935484   06:48:07.70   -00:58:03.9   213.41606016988317   -1.1775750639809335    34260    true    20120219   true    20120223   ""           true      true       true      true      true       true      true       true      true      
  vphas_0036   102.994652406   0.967741935484    06:51:58.72   +00:58:03.9   212.13225127431974   0.5615492964004501     38389    true    20141212   true    20141222   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0037   102.994652406   -0.967741935484   06:51:58.72   -00:58:03.9   213.8548456827955    -0.32096872966504053   41491    true    20130214   true    20141224   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0038   103.957219251   0.967741935484    06:55:49.73   +00:58:03.9   212.57102444343684   1.4181762736585006     35088    true    20141212   true    20141222   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0039   103.957219251   -0.967741935484   06:55:49.73   -00:58:03.9   214.2938007428086    0.535531909923906      36917    true    20130214   true    20141224   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0040   104.919786096   0.967741935484    06:59:40.75   +00:58:03.9   213.00987932759307   2.2748445739219765     35559    true    20141212   true    20141222   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0041   104.919786096   -0.967741935484   06:59:40.75   -00:58:03.9   214.7331215493307    1.3918764943070812     37134    true    20130216   true    20141225   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0042   105.882352941   0.967741935484    07:03:31.76   +00:58:03.9   213.44901244038647   3.131503936225245      37068    true    20141201   true    20141222   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0043   105.882352941   -0.967741935484   07:03:31.76   -00:58:03.9   215.1730046638568    2.248014476654847      36640    true    20130216   true    20141225   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0044   106.844919786   0.967741935484    07:07:22.78   +00:58:03.9   213.88862093513498   3.9881040004466843     36635    true    20141201   true    20141222   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0045   106.844919786   -0.967741935484   07:07:22.78   -00:58:03.9   215.61364731488965   3.1038950362890376     37213    true    20130216   true    20141225   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0046   107.807486631   0.967741935484    07:11:13.80   +00:58:03.9   214.32890291371157   4.84459421969144       37647    true    20141201   true    20141222   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0047   107.807486631   -0.967741935484   07:11:13.80   -00:58:03.9   216.0552477040793    3.9594669904622477     39573    true    20131222   false   ""         ""           true      false      true      false     false      true      false      false     ""        
  vphas_0048   108.770053476   -0.967741935484   07:15:04.81   -00:58:03.9   216.49800531438237   4.8146787051264        37709    true    20131222   false   ""         ""           true      false      true      false     false      true      false      false     ""        
  vphas_0049   277.219251337   -0.967741935484   18:28:52.62   -00:58:03.9   29.490327062919043   4.574520717777187      32236    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0050   278.181818182   0.967741935484    18:32:43.64   +00:58:03.9   31.65868520471251    4.604051787037128      31872    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0051   278.181818182   -0.967741935484   18:32:43.64   -00:58:03.9   29.93273942052382    3.7192025809873486     32550    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0052   279.144385027   0.967741935484    18:36:34.65   +00:58:03.9   32.09875795322248    3.747525597418936      37114    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0053   279.144385027   -0.967741935484   18:36:34.65   -00:58:03.9   30.37405073174388    2.863538757572839      26688    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0054   280.106951872   0.967741935484    18:40:25.67   +00:58:03.9   32.53821297118216    2.8909037835390317     29497    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0055   280.106951872   -0.967741935484   18:40:25.67   -00:58:03.9   30.81446008839472    2.0075807457467616     43157    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0056   281.069518717   0.967741935484    18:44:16.68   +00:58:03.9   32.977248062698564   2.0342368309461727     38920    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0057   281.069518717   -0.967741935484   18:44:16.68   -00:58:03.9   31.254165387786372   1.151379617602148      51772    true    20130630   true    20130709   "i D"        true      true       true      false     false      true      true       true      true      
  vphas_0058   282.032085561   0.967741935484    18:48:07.70   +00:58:03.9   33.416060169883146   1.177575063981018      30621    true    20130716   true    20130701   ""           true      true       true      false     false      true      true       true      true      
  vphas_0059   282.032085561   -0.967741935484   18:48:07.70   -00:58:03.9   31.693363639778198   0.294986108920156      50340    true    20130630   true    20130709   ""           true      true       true      false     false      true      true       true      true      
  vphas_0060   282.994652406   0.967741935484    18:51:58.72   +00:58:03.9   33.85484568279553    0.32096872966503737    35725    true    20130716   true    20130701   ""           true      true       true      false     false      true      true       true      true      
  vphas_0061   282.994652406   -0.967741935484   18:51:58.72   -00:58:03.9   32.13225127431973    -0.5615492964004549    173372   true    20130630   true    20130709   ""           true      true       true      false     false      true      true       true      true      
  vphas_0062   283.957219251   0.967741935484    18:55:49.73   +00:58:03.9   34.29380074280857    -0.5355319099238887    21896    true    20120530   true    20120428   lost         true      true       true      true      true       true      true       true      true      
  vphas_0063   283.957219251   -0.967741935484   18:55:49.73   -00:58:03.9   32.57102444343689    -1.4181762736585295    181968   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0064   284.919786096   0.967741935484    18:59:40.75   +00:58:03.9   34.7331215493307     -1.3918764943070523    22224    true    20120530   true    20120428   (B81)lost    true      true       true      true      true       true      true       true      true      
  vphas_0065   284.919786096   -0.967741935484   18:59:40.75   -00:58:03.9   33.00987932759305    -2.274844573921961     172599   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0066   285.882352941   0.967741935484    19:03:31.76   +00:58:03.9   35.17300466385681    -2.2480144766548635    41578    true    20120401   true    20120501   std,(B81)    true      true       true      true      true       true      true       true      true      
  vphas_0067   285.882352941   -0.967741935484   19:03:31.76   -00:58:03.9   33.44901244038652    -3.1315039362252755    166117   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0068   286.844919786   0.967741935484    19:07:22.78   +00:58:03.9   35.61364731488967    -3.103895036289041     96699    true    20120401   true    20120501   std          true      true       true      true      true       true      true       true      true      
  vphas_0069   286.844919786   -0.967741935484   19:07:22.78   -00:58:03.9   33.888620935134945   -3.9881040004466537    140501   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0070   287.807486631   0.967741935484    19:11:13.80   +00:58:03.9   36.055247704079285   -3.9594669904622086    183882   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0071   287.807486631   -0.967741935484   19:11:13.80   -00:58:03.9   34.32890291371157    -4.844594219691445     137151   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0072   288.770053476   0.967741935484    19:15:04.81   +00:58:03.9   36.49800531438233    -4.814678705126349     125678   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0073   98.1818181818   1.93548387097     06:32:43.64   +01:56:07.7   209.07111856787347   -3.2754680015488336    34694    true    20130209   true    20141227   ""           true      true       true      false     false      true      false      true      ""        
  vphas_0074   98.1818181818   -1.93548387097    06:32:43.64   -01:56:07.7   212.5232150895693    -5.044963554682062     39054    true    20131221   true    20140223   ""           true      true       true      false     false      true      true       false     false     
  vphas_0075   99.1443850267   1.93548387097     06:36:34.65   +01:56:07.7   209.51274736430884   -2.420525223618936     30372    true    20120220   true    20120127   "Coll 10"    true      true       true      true      true       true      true       true      true      
  vphas_0076   99.1443850267   -1.93548387097    06:36:34.65   -01:56:07.7   212.96236652442101   -4.188297310390274     33148    true    20131211   true    20140221   ""           true      true       true      false     false      true      true       false     false     
  vphas_0077   100.106951872   1.93548387097     06:40:25.67   +01:56:07.7   209.95333386026837   -1.565189082874335     32535    true    20120220   true    20120127   "(Coll 10)"  true      true       true      true      true       true      true       true      true      
  vphas_0078   100.106951872   -1.93548387097    06:40:25.67   -01:56:07.7   213.40104416550918   -3.331634538761131     34864    true    20131211   true    20140221   ""           true      true       true      false     false      true      true       false     false     
  vphas_0079   101.069518717   1.93548387097     06:44:16.68   +01:56:07.7   210.39307553201735   -0.7095109534361945    38221    true    20120220   true    20120127   ""           true      true       true      true      true       true      true       true      true      
  vphas_0080   101.069518717   -1.93548387097    06:44:16.68   -01:56:07.7   213.8394452991783    -2.4750254427074045    38566    true    20131211   true    20140221   ""           true      true       true      false     false      true      true       false     false     
  vphas_0081   102.032085561   1.93548387097     06:48:07.70   +01:56:07.7   210.8321689590868    0.1464582142663768     39668    true    20141212   true    20141217   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0082   102.032085561   -1.93548387097    06:48:07.70   -01:56:07.7   214.27776636701628   -1.6185201510942673    37308    true    20121215   true    20121220   ""           true      true       true      false     false      true      true       true      true      
  vphas_0083   102.994652406   1.93548387097     06:51:58.72   +01:56:07.7   211.27081012879214   1.002667807916676      40890    true    20141212   true    20141217   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0084   102.994652406   -1.93548387097    06:51:58.72   -01:56:07.7   214.71620327515743   -0.7621688032425005    50192    true    20121215   true    20121220   ""           true      true       true      false     false      true      true       true      true      
  vphas_0085   103.957219251   1.93548387097     06:55:49.73   +01:56:07.7   211.70919473644673   1.85906746101257       37802    true    20141212   true    20141217   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0086   103.957219251   -1.93548387097    06:55:49.73   -01:56:07.7   215.15495169723948   0.09397835939210335    42812    true    20121215   true    20141220   ""           true      true       true      false     false      true      true       true      true      
  vphas_0087   104.919786096   1.93548387097     06:59:40.75   +01:56:07.7   212.14751849031566   2.715606969664704      37504    true    20140323   true    20141222   ""           true      true       true      false     false      true      false      false     ""        
  vphas_0088   104.919786096   -1.93548387097    06:59:40.75   -01:56:07.7   215.59420738007594   0.949870910183731      40341    true    20131223   true    20141222   ""           true      true       true      false     false      true      false      false     ""        
  vphas_0089   105.882352941   1.93548387097     07:03:31.76   +01:56:07.7   212.58597741540606   3.5722362051380805     39071    true    20140323   true    20141222   ""           true      true       true      false     false      true      false      false     ""        
  vphas_0090   105.882352941   -1.93548387097    07:03:31.76   -01:56:07.7   216.03416644616044   1.805458149584803      42608    true    20131223   true    20141222   "r D grade"  true      true       true      false     false      true      false      false     ""        
  vphas_0091   106.844919786   1.93548387097     07:07:22.78   +01:56:07.7   213.0247681596441    4.428905027189386      39755    true    20140323   true    20141222   ""           true      true       true      false     false      true      false      false     ""        
  vphas_0092   106.844919786   -1.93548387097    07:07:22.78   -01:56:07.7   216.4750256965334    2.6606890177139877     43667    true    20131223   true    20141222   ""           true      true       true      false     false      true      false      false     ""        
  vphas_0093   107.807486631   -1.93548387097    07:11:13.80   -01:56:07.7   216.91698291434827   3.515512006112046      49601    true    20131222   false   ""         ""           true      false      true      false     false      true      false      false     ""        
  vphas_0094   108.770053476   -1.93548387097    07:15:04.81   -01:56:07.7   217.36023716992207   4.369875068380104      47063    true    20131210   true    20141215   ""           true      true       true      false     false      true      false      false     ""        
  vphas_0095   276.256684492   -1.93548387097    18:25:01.60   -01:56:07.7   28.183937853626862   4.983965322132166      43132    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0096   277.219251337   -1.93548387097    18:28:52.62   -01:56:07.7   28.62824879294883    4.129965530719905      22917    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0097   278.181818182   1.93548387097     18:32:43.64   +01:56:07.7   32.5232150896606     5.04496355450407       55297    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0098   278.181818182   -1.93548387097    18:32:43.64   -01:56:07.7   29.071118567965375   3.275468001371241      24315    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0099   279.144385027   1.93548387097     18:36:34.65   +01:56:07.7   32.96236652455781    4.188297310123305      46549    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0100   279.144385027   -1.93548387097    18:36:34.65   -01:56:07.7   29.5127473644463     2.420525223352443      68331    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0101   280.106951872   1.93548387097     18:40:25.67   +01:56:07.7   33.40104416550918    3.3316345387611483     42429    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0102   280.106951872   -1.93548387097    18:40:25.67   -01:56:07.7   29.953333860268383   1.565189082874343      110588   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0103   281.069518717   1.93548387097     18:44:16.68   +01:56:07.7   33.83944529917828    2.475025442707411      42413    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0104   281.069518717   -1.93548387097    18:44:16.68   -01:56:07.7   30.393075532017356   0.7095109534361771     69051    true    20130716   true    20130702   ""           true      true       true      false     false      true      true       true      true      
  vphas_0105   282.032085561   1.93548387097     18:48:07.70   +01:56:07.7   34.277766367016255   1.6185201510943308     36366    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0106   282.032085561   -1.93548387097    18:48:07.70   -01:56:07.7   30.83216895908676    -0.14645821426632594   42810    true    20130716   true    20130702   ""           true      true       true      false     false      true      true       true      true      
  vphas_0107   282.994652406   1.93548387097     18:51:58.72   +01:56:07.7   34.71620327515745    0.7621688032424704     28708    true    20120530   true    20120519   ""           true      true       true      true      true       true      true       true      true      
  vphas_0108   282.994652406   -1.93548387097    18:51:58.72   -01:56:07.7   31.270810128792142   -1.0026678079166584    88756    true    20130716   true    20130702   ""           true      true       true      false     false      true      true       true      true      
  vphas_0109   283.957219251   1.93548387097     18:55:49.73   +01:56:07.7   35.15495169723948    -0.09397835939210969   23780    true    20120530   true    20120519   ""           true      true       true      true      true       true      true       true      true      
  vphas_0110   283.957219251   -1.93548387097    18:55:49.73   -01:56:07.7   31.709194736446744   -1.8590674610125641    130474   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0111   284.919786096   1.93548387097     18:59:40.75   +01:56:07.7   35.59420738007595    -0.9498709101837008    23628    true    20120530   true    20120527   ""           true      true       true      true      true       true      true       true      true      
  vphas_0112   284.919786096   -1.93548387097    18:59:40.75   -01:56:07.7   32.14751849031565    -2.7156069696646754    187531   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0113   285.882352941   1.93548387097     19:03:31.76   +01:56:07.7   36.034166446160455   -1.805458149584806     49562    true    20120530   true    20120527   ""           true      true       true      true      true       true      true       true      true      
  vphas_0114   285.882352941   -1.93548387097    19:03:31.76   -01:56:07.7   32.585977415406084   -3.5722362051381076    181416   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0115   286.844919786   1.93548387097     19:07:22.78   +01:56:07.7   36.47502569653342    -2.6606890177139717    99238    true    20130616   true    20130706   "Ha, D"      true      true       true      false     false      true      true       true      true      
  vphas_0116   286.844919786   -1.93548387097    19:07:22.78   -01:56:07.7   33.02476815964409    -4.428905027189371     157098   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0117   287.807486631   1.93548387097     19:11:13.80   +01:56:07.7   36.916982914348274   -3.5155120061120524    206402   true    20130616   true    20130706   ""           true      true       true      false     false      true      true       true      true      
  vphas_0118   288.770053476   1.93548387097     19:15:04.81   +01:56:07.7   37.360237169922065   -4.369875068380041     151573   true    20130616   true    20130706   ""           true      true       true      false     false      true      true       true      true      
  vphas_0119   99.1443850267   -2.90322580645    06:36:34.65   -02:54:11.6   213.82694761025223   -4.628119820916202     39061    true    20131221   true    20140223   ""           true      true       true      false     false      true      true       false     false     
  vphas_0120   100.106951872   -2.90322580645    06:40:25.67   -02:54:11.6   214.26464776595597   -3.7716107841046793    35730    true    20140219   true    20140226   ""           true      true       true      false     false      true      true       false     false     
  vphas_0121   101.069518717   -2.90322580645    06:44:16.68   -02:54:11.6   214.7022157698845    -2.9152539258080044    39991    true    20140219   true    20140226   ""           true      true       true      false     false      true      true       false     false     
  vphas_0122   102.032085561   -2.90322580645    06:48:07.70   -02:54:11.6   215.13984725095116   -2.059099187823103     38944    true    20140219   true    20140226   ""           true      true       true      false     false      true      true       false     false     
  vphas_0123   102.994652406   -2.90322580645    06:51:58.72   -02:54:11.6   215.57773732191097   -1.2031966096832603    50905    true    20121115   true    20130108   ""           true      true       true      false     false      true      true       true      true      
  vphas_0124   103.957219251   -2.90322580645    06:55:49.73   -02:54:11.6   216.01608088094207   -0.34759641973100636   44165    true    20121115   true    20130108   ""           true      true       true      false     false      true      true       true      true      
  vphas_0125   104.919786096   -2.90322580645    06:59:40.75   -02:54:11.6   216.45507291544843   0.5076508823344765     42263    true    20140218   true    20141215   moon?        true      true       true      false     false      true      false      false     ""        
  vphas_0126   105.882352941   -2.90322580645    07:03:31.76   -02:54:11.6   216.8949088022078    1.3624944380819934     43685    true    20140218   true    20141215   moon?        true      true       true      false     false      true      false      false     ""        
  vphas_0127   106.844919786   -2.90322580645    07:07:22.78   -02:54:11.6   217.3357846073818    2.216882943203297      48781    true    20140218   true    20141215   moon?        true      true       true      false     false      true      false      false     ""        
  vphas_0128   107.807486631   -2.90322580645    07:11:13.80   -02:54:11.6   217.7778973867123    3.0707645594302        52149    true    20131210   true    20141215   ""           true      true       true      false     false      true      false      false     ""        
  vphas_0129   108.770053476   -2.90322580645    07:15:04.81   -02:54:11.6   218.22144548667015   3.9240868252322327     51462    true    20131210   true    20141215   ""           true      true       true      false     false      true      false      false     ""        
  vphas_0130   109.732620321   -2.90322580645    07:18:55.83   -02:54:11.6   218.66662884731525   4.77679656501061       45274    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0131   276.256684492   -2.90322580645    18:25:01.60   -02:54:11.6   27.32243314920038    4.537366867872261      31312    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0132   277.219251337   -2.90322580645    18:28:52.62   -02:54:11.6   27.767136929473946   3.684479677042762      21174    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0133   278.181818182   -2.90322580645    18:32:43.64   -02:54:11.6   28.210261783389196   2.8309949726859425     36664    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0134   279.144385027   -2.90322580645    18:36:34.65   -02:54:11.6   28.652007172711496   1.9769657205763385     103756   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0135   280.106951872   -2.90322580645    18:40:25.67   -02:54:11.6   29.092571050895668   1.12244419809276       136777   true    20130808   true    20130606   u,D          true      true       true      false     false      true      true       true      true      
  vphas_0136   281.069518717   -2.90322580645    18:44:16.68   -02:54:11.6   29.532150165389314   0.2674820845730263     70037    true    20130808   true    20130606   u,D          true      true       true      false     false      true      true       true      true      
  vphas_0137   282.032085561   -2.90322580645    18:48:07.70   -02:54:11.6   29.97094035798177    -0.5878694488660632    37316    true    20130808   true    20130606   ""           true      true       true      false     false      true      true       true      true      
  vphas_0138   282.994652406   -2.90322580645    18:51:58.72   -02:54:11.6   30.40913686669276    -1.4435596550924132    61859    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0139   283.957219251   -2.90322580645    18:55:49.73   -02:54:11.6   30.846934623134864   -2.2995381186947434    132464   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0140   284.919786096   -2.90322580645    18:59:40.75   -02:54:11.6   31.284528555247956   -3.155754673186325     166767   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0141   285.882352941   -2.90322580645    19:03:31.76   -02:54:11.6   31.72211388935994    -4.012159314067993     121657   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0142   286.844919786   -2.90322580645    19:07:22.78   -02:54:11.6   32.159886455120514   -4.868702112802616     83723    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0143   99.1443850267   -3.87096774194    06:36:34.65   -03:52:15.5   214.6926025894831    -5.066891794798426     33348    true    20131221   true    20140223   ""           true      true       true      false     false      true      true       false     false     
  vphas_0144   100.106951872   -3.87096774194    06:40:25.67   -03:52:15.5   215.12912528835895   -4.210731792569333     36282    true    20140121   true    20140225   ""           true      true       true      false     false      true      true       false     false     
  vphas_0145   101.069518717   -3.87096774194    06:44:16.68   -03:52:15.5   215.56566115019598   -3.3548220145271053    36448    true    20140121   true    20140225   ""           true      true       true      false     false      true      true       false     false     
  vphas_0146   102.032085561   -3.87096774194    06:48:07.70   -03:52:15.5   216.00240467922384   -2.4992122245762896    30446    true    20140121   true    20140225   ""           true      true       true      false     false      true      true       false     false     
  vphas_0147   102.994652406   -3.87096774194    06:51:58.72   -03:52:15.5   216.43954988587427   -1.6439523711273842    38206    true    20121220   true    20120314   ""           true      true       true      false     true       true      true       true      true      
  vphas_0148   103.957219251   -3.87096774194    06:55:49.73   -03:52:15.5   216.87729058615318   -0.7890926773883459    37091    true    20121220   true    20120314   ""           true      true       true      false     true       true      true       true      true      
  vphas_0149   104.919786096   -3.87096774194    06:59:40.75   -03:52:15.5   217.31582070275502   0.06531627674852056    32726    true    20121220   true    20120314   ""           true      true       true      false     true       true      true       true      true      
