field,ra,dec,glon,glat
vphas_0080,101.069518717,-1.935483871,213.8394452991783,-2.475025442707405
vphas_0081,102.032085561,1.935483871,210.8321689590868,0.146458214266377
vphas_0082,102.032085561,-1.935483871,214.27776636701628,-1.618520151094267
vphas_0083,102.994652406,1.935483871,211.27081012879214,1.002667807916676
vphas_0084,102.994652406,-1.935483871,214.71620327515743,-0.7621688032425
vphas_0085,103.957219251,1.935483871,211.70919473644673,1.85906746101257
vphas_0086,103.957219251,-1.935483871,215.15495169723948,0.093978359392103
vphas_0087,104.919786096,1.935483871,212.14751849031566,2.715606969664704
vphas_0088,104.919786096,-1.935483871,215.59420738007594,0.949870910183731
vphas_0089,105.882352941,1.935483871,212.58597741540606,3.57223620513808
vphas_0090,105.882352941,-1.935483871,216.03416644616044,1.805458149584803
vphas_0091,106.844919786,1.935483871,213.0247681596441,4.428905027189386
vphas_0092,106.844919786,-1.935483871,216.4750256965334,2.660689017713988
vphas_0093,107.807486631,-1.935483871,216.91698291434827,3.515512006112046
vphas_0094,108.770053476,-1.935483871,217.36023716992207,4.369875068380104
vphas_0095,276.256684492,-1.935483871,28.18393785362686,4.983965322132166
vphas_0096,277.219251337,-1.935483871,28.62824879294883,4.129965530719905
vphas_0097,278.181818182,1.935483871,32.5232150896606,5.04496355450407
vphas_0098,278.181818182,-1.935483871,29.07111856796537,3.275468001371241
vphas_0099,279.144385027,1.935483871,32.96236652455781,4.188297310123305
vphas_0100,279.144385027,-1.935483871,29.5127473644463,2.420525223352443
vphas_0101,280.106951872,1.935483871,33.40104416550918,3.331634538761148
vphas_0102,280.106951872,-1.935483871,29.95333386026838,1.565189082874343
vphas_0103,281.069518717,1.935483871,33.83944529917828,2.475025442707411
vphas_0104,281.069518717,-1.935483871,30.39307553201736,0.709510953436177
vphas_0105,282.032085561,1.935483871,34.27776636701626,1.618520151094331
vphas_0106,282.032085561,-1.935483871,30.83216895908676,-0.146458214266326
vphas_0107,282.994652406,1.935483871,34.71620327515745,0.76216880324247
vphas_0108,282.994652406,-1.935483871,31.27081012879214,-1.002667807916658
vphas_0109,283.957219251,1.935483871,35.15495169723948,-0.09397835939211
vphas_0110,283.957219251,-1.935483871,31.70919473644674,-1.859067461012564
vphas_0111,284.919786096,1.935483871,35.59420738007595,-0.949870910183701
vphas_0112,284.919786096,-1.935483871,32.14751849031565,-2.715606969664675
vphas_0113,285.882352941,1.935483871,36.03416644616046,-1.805458149584806
vphas_0114,285.882352941,-1.935483871,32.58597741540608,-3.572236205138108
vphas_0115,286.844919786,1.935483871,36.47502569653342,-2.660689017713972
vphas_0116,286.844919786,-1.935483871,33.02476815964409,-4.428905027189371
vphas_0117,287.807486631,1.935483871,36.91698291434827,-3.515512006112052
vphas_0118,288.770053476,1.935483871,37.36023716992207,-4.369875068380041
vphas_0119,99.144385027,-2.9032258065,213.82694761025223,-4.628119820916202
vphas_0120,100.106951872,-2.9032258065,214.26464776595597,-3.771610784104679
vphas_0121,101.069518717,-2.9032258065,214.7022157698845,-2.915253925808004
vphas_0122,102.032085561,-2.9032258065,215.13984725095116,-2.059099187823103
vphas_0123,102.994652406,-2.9032258065,215.57773732191097,-1.20319660968326
vphas_0124,103.957219251,-2.9032258065,216.01608088094207,-0.347596419731006
vphas_0125,104.919786096,-2.9032258065,216.45507291544843,0.507650882334477
vphas_0126,105.882352941,-2.9032258065,216.8949088022078,1.362494438081993
vphas_0127,106.844919786,-2.9032258065,217.3357846073818,2.216882943203297
vphas_0128,107.807486631,-2.9032258065,217.7778973867123,3.0707645594302
vphas_0129,108.770053476,-2.9032258065,218.22144548667015,3.924086825232233
vphas_0130,109.732620321,-2.9032258065,218.66662884731525,4.77679656501061
vphas_0131,276.256684492,-2.9032258065,27.32243314920038,4.537366867872261
vphas_0132,277.219251337,-2.9032258065,27.76713692947395,3.684479677042762
vphas_0133,278.181818182,-2.9032258065,28.2102617833892,2.830994972685942
vphas_0134,279.144385027,-2.9032258065,28.6520071727115,1.976965720576338
vphas_0135,280.106951872,-2.9032258065,29.09257105089567,1.12244419809276
vphas_0136,281.069518717,-2.9032258065,29.53215016538931,0.267482084573026
vphas_0137,282.032085561,-2.9032258065,29.97094035798177,-0.587869448866063
vphas_0138,282.994652406,-2.9032258065,30.40913686669276,-1.443559655092413
vphas_0139,283.957219251,-2.9032258065,30.84693462313486,-2.299538118694743
vphas_0140,284.919786096,-2.9032258065,31.28452855524796,-3.155754673186325
vphas_0141,285.882352941,-2.9032258065,31.72211388935994,-4.012159314067993
vphas_0142,286.844919786,-2.9032258065,32.15988645512051,-4.868702112802616
vphas_0143,99.144385027,-3.8709677419,214.6926025894831,-5.066891794798426
vphas_0144,100.106951872,-3.8709677419,215.12912528835895,-4.210731792569333
vphas_0145,101.069518717,-3.8709677419,215.56566115019598,-3.354822014527105
vphas_0146,102.032085561,-3.8709677419,216.00240467922384,-2.49921222457629
vphas_0147,102.994652406,-3.8709677419,216.43954988587427,-1.643952371127384
vphas_0148,103.957219251,-3.8709677419,216.87729058615318,-0.789092677388346
vphas_0149,104.919786096,-3.8709677419,217.31582070275502,0.065316276748521
vphas_0150,105.882352941,-3.8709677419,217.75533456205164,0.919223467883369
vphas_0151,106.844919786,-3.8709677419,218.19602719045508,1.772577342409122
vphas_0152,107.807486631,-3.8709677419,218.63809461046372,2.625325728772276
vphas_0153,108.770053476,-3.8709677419,219.0817341371377,3.477415748417968
vphas_0154,109.732620321,-3.8709677419,219.5271446757361,4.328793725140069
vphas_0155,110.695187166,-3.8709677419,219.97452702123658,5.179405092552866
vphas_0156,275.294117647,-3.8709677419,26.01518663755682,4.940580398957326
vphas_0157,276.256684492,-3.8709677419,26.46199477593843,4.089748153465876
vphas_0158,277.219251337,-3.8709677419,26.90688771157998,3.23816471968176
vphas_0159,278.181818182,-3.8709677419,27.35006567832162,2.385884404507928
vphas_0160,279.144385027,-3.8709677419,27.79172710464046,1.532960650861548
vphas_0161,280.106951872,-3.8709677419,28.2320689125691,0.679446129646246
vphas_0162,281.069518717,-3.8709677419,28.67128681493332,-0.174607170074596
vphas_0163,282.032085561,-3.8709677419,29.10957561117749,-1.02914785153218
vphas_0164,282.994652406,-3.8709677419,29.54712948524418,-1.884125026385043
vphas_0165,283.957219251,-3.8709677419,29.98414229943055,-2.739488222934579
vphas_0166,284.919786096,-3.8709677419,30.42080789409499,-3.595187303907557
vphas_0167,285.882352941,-3.8709677419,30.85732038716657,-4.451172380214975
vphas_0168,100.375335121,-4.8387096774,216.11592543470258,-4.410393589782659
vphas_0169,101.340482574,-4.8387096774,216.5524770077096,-3.552939883178722
vphas_0170,102.305630027,-4.8387096774,216.98943754096476,-2.69589965353833
vphas_0171,103.27077748,-4.8387096774,217.42700110821363,-1.839323264913366
vphas_0172,104.235924933,-4.8387096774,217.86536169642014,-0.983261466614212
vphas_0173,105.201072386,-4.8387096774,218.3047135048047,-0.127765479107364
vphas_0174,106.166219839,-4.8387096774,218.74525124175594,0.727112919398456
vphas_0175,107.131367292,-4.8387096774,219.1871704203895,1.581321305405036
vphas_0176,108.096514745,-4.8387096774,219.63066765350635,2.434806521342206
vphas_0177,109.061662198,-4.8387096774,220.07594094868284,3.287514585275017
vphas_0178,110.026809651,-4.8387096774,220.52319000420493,4.139390598821357
vphas_0179,110.991957105,-4.8387096774,220.97261650701017,4.990378653878545
vphas_0180,275.067024129,-4.8387096774,25.0498293289824,4.690676506117784
vphas_0181,276.032171582,-4.8387096774,25.4984655587783,3.839369173648275
vphas_0182,276.997319035,-4.8387096774,25.9449956423931,2.987193700096884
vphas_0183,277.962466488,-4.8387096774,26.38962053178612,2.134205627523613
vphas_0184,278.927613941,-4.8387096774,26.83253929575238,1.280459520812484
vphas_0185,279.892761394,-4.8387096774,27.27394941677683,0.42600906106276
vphas_0186,280.857908847,-4.8387096774,27.71404708659056,-0.429092862990398
vphas_0187,281.8230563,-4.8387096774,28.15302750113235,-1.284794065247526
vphas_0188,282.788203753,-4.8387096774,28.5910851556338,-2.141042973928251
vphas_0189,283.753351206,-4.8387096774,29.02841414056814,-2.997788544394221
vphas_0190,284.71849866,-4.8387096774,29.46520843967386,-3.854980173725063
vphas_0191,285.683646113,-4.8387096774,29.90166222812109,-4.712567611444688
vphas_0192,100.64516129,-5.8064516129,217.10365322844825,-4.608200943273103
vphas_0193,101.612903226,-5.8064516129,217.540119309351,-3.749451032770889
vphas_0194,102.580645161,-5.8064516129,217.9771977798055,-2.891228610745584
vphas_0195,103.548387097,-5.8064516129,218.41508249941245,-2.033584524462301
vphas_0196,104.516129032,-5.8064516129,218.8539673488073,-1.176570123838074
vphas_0197,105.483870968,-5.8064516129,219.29404653098374,-0.320237340624561
vphas_0198,106.451612903,-5.8064516129,219.73551486297924,0.535361217350126
vphas_0199,107.419354839,-5.8064516129,220.17856807320447,1.390172184947211
vphas_0200,108.387096774,-5.8064516129,220.62340309059593,2.244141342903836
vphas_0201,109.35483871,-5.8064516129,221.0702183409077,3.097213533457229
vphas_0202,110.322580645,-5.8064516129,221.5192140361749,3.949332559865499
vphas_0203,111.290322581,-5.8064516129,221.9705924727312,4.800441097779768
vphas_0204,274.838709677,-5.8064516129,24.0848310357276,4.439914239258846
vphas_0205,275.806451613,-5.8064516129,24.53517495046114,3.588370434688994
vphas_0206,276.774193548,-5.8064516129,24.98322211900499,2.735840577684809
vphas_0207,277.741935484,-5.8064516129,25.42917391922465,1.882381501443598
vphas_0208,278.709677419,-5.8064516129,25.87322976959513,1.028048952395095
vphas_0209,279.677419355,-5.8064516129,26.31558742663061,0.172897677834253
vphas_0210,280.64516129,-5.8064516129,26.75644327405428,-0.683018474468914
vphas_0211,281.612903226,-5.8064516129,27.19599261907277,-1.539646472650629
vphas_0212,282.580645161,-5.8064516129,27.63442998182158,-2.396934004575714
vphas_0213,283.548387097,-5.8064516129,28.07194939328698,-3.254829397128623
vphas_0214,284.516129032,-5.8064516129,28.50874468791236,-4.113281522377554
vphas_0215,285.483870968,-5.8064516129,28.94500980616741,-4.972239718686771
vphas_0216,100.916442049,-6.7741935484,218.09228026559273,-4.804235525581054
vphas_0217,101.886792453,-6.7741935484,218.5285603831511,-3.944439482647607
vphas_0218,102.857142857,-6.7741935484,218.96565824237183,-3.085285348939905
vphas_0219,103.827493261,-6.7741935484,219.40376720560388,-2.226824531419264
vphas_0220,104.797843666,-6.7741935484,219.84308077118473,-1.369109049436389
vphas_0221,105.76819407,-6.7741935484,220.28379286690557,-0.51219162483376
vphas_0222,106.738544474,-6.7741935484,220.72609814536492,0.343874235710686
vphas_0223,107.708894879,-6.7741935484,221.17019227336317,1.19903414903367
vphas_0224,108.679245283,-6.7741935484,221.61627222009196,2.053232762236585
vphas_0225,109.649595687,-6.7741935484,222.0645365489619,2.906413665477465
vphas_0226,110.619946092,-6.7741935484,222.5151857054928,3.758519294666678
vphas_0227,111.590296496,-6.7741935484,222.96842230596815,4.609490831744039
vphas_0228,273.638814016,-6.7741935484,22.6655802210115,5.038621964161393
vphas_0229,274.60916442,-6.7741935484,23.12020072393608,4.188245694637951
vphas_0230,275.579514825,-6.7741935484,23.57213058185488,3.336705134981085
vphas_0231,276.549865229,-6.7741935484,24.02157361817583,2.484059772669768
vphas_0232,277.520215633,-6.7741935484,24.46873133862401,1.630367791184764
vphas_0233,278.490566038,-6.7741935484,24.91380322052896,0.775686171068008
vphas_0234,279.460916442,-6.7741935484,25.35698700104169,-0.079929211580009
vphas_0235,280.431266846,-6.7741935484,25.79847896897385,-0.936423496832663
vphas_0236,281.401617251,-6.7741935484,26.23847425265317,-1.793742746770988
vphas_0237,282.371967655,-6.7741935484,26.67716710863532,-2.651833853052849
vphas_0238,283.342318059,-6.7741935484,27.11475121601519,-3.510644453920628
vphas_0239,284.312668464,-6.7741935484,27.5514199689105,-4.370122844474328
vphas_0240,101.189189189,-7.7419354839,219.08177750974693,-4.998581272384424
vphas_0241,102.162162162,-7.7419354839,219.51777191052153,-4.137991428656714
vphas_0242,103.135135135,-7.7419354839,219.95479110439385,-3.278158216302336
vphas_0243,104.108108108,-7.7419354839,220.39302767466805,-2.419133674721448
vphas_0244,105.081081081,-7.7419354839,220.8326744556426,-1.560970570665606
vphas_0245,106.054054054,-7.7419354839,221.2739248243625,-0.70372248502175
vphas_0246,107.027027027,-7.7419354839,221.71697298949059,0.152556099132651
vphas_0247,108.0,-7.7419354839,222.16201427802486,1.007809706941196
vphas_0248,108.972972973,-7.7419354839,222.6092454205519,1.861981780382617
vphas_0249,109.945945946,-7.7419354839,223.0588648356955,2.715014584821663
vphas_0250,110.918918919,-7.7419354839,223.5110729143844,3.566849113228074
vphas_0251,111.891891892,-7.7419354839,223.96607230453384,4.417424987790588
vphas_0252,273.405405405,-7.7419354839,21.69967535823268,4.785633259724286
vphas_0253,274.378378378,-7.7419354839,22.15594799203116,3.935621968890118
vphas_0254,275.351351351,-7.7419354839,22.60934071977081,3.084325407078164
vphas_0255,276.324324324,-7.7419354839,23.06005725612437,2.23180457743016
vphas_0256,277.297297297,-7.7419354839,23.50829893513468,1.378119068790182
vphas_0257,278.27027027,-7.7419354839,23.95426499525142,0.52332715530569
vphas_0258,279.243243243,-7.7419354839,24.39815286370705,-0.332514106696053
vphas_0259,280.216216216,-7.7419354839,24.84015844081236,-1.18934878428211
vphas_0260,281.189189189,-7.7419354839,25.28047638478205,-2.047121975665974
vphas_0261,282.162162162,-7.7419354839,25.71930039773496,-2.90577971987307
vphas_0262,283.135135135,-7.7419354839,26.15682351354475,-3.765268908053293
vphas_0263,284.108108108,-7.7419354839,26.59323838825209,-4.62553719617831
vphas_0264,101.463414634,-8.7096774193,220.07211533055303,-5.191324336314323
vphas_0265,102.43902439,-8.7096774193,220.50772495655627,-4.330195202589279
vphas_0266,103.414634146,-8.7096774193,220.94456789815052,-3.469937611817464
vphas_0267,104.390243902,-8.7096774193,221.38283567614118,-2.610604311688234
vphas_0268,105.365853659,-8.7096774193,221.82272018068397,-1.752248889938019
vphas_0269,106.341463415,-8.7096774193,222.2644139566022,-0.894925864791957
vphas_0270,107.317073171,-8.7096774193,222.7081104901054,-0.03869076806515
vphas_0271,108.292682927,-8.7096774193,223.15400448859236,0.816399761223831
vphas_0272,109.268292683,-8.7096774193,223.60229216095678,1.670287885668692
vphas_0273,110.243902439,-8.7096774193,224.0531714963181,2.52291447518012
vphas_0274,111.219512195,-8.7096774193,224.50684254221224,3.374219010197081
vphas_0275,112.195121951,-8.7096774193,224.9635076827925,4.224139482137872
vphas_0276,113.170731707,-8.7096774193,225.4233719175547,5.072612290820704
vphas_0277,273.170731707,-8.7096774193,20.73428388541321,4.531397137703562
vphas_0278,274.146341463,-8.7096774193,21.19208305501181,3.681993186942025
vphas_0279,275.12195122,-8.7096774193,21.64681425170558,2.831182342721715
vphas_0280,276.097560976,-8.7096774193,22.09868077305821,1.979027179403074
vphas_0281,277.073170732,-8.7096774193,22.5478834806232,1.125588742948158
vphas_0282,278.048780488,-8.7096774193,22.99462107640977,0.270926655021661
vphas_0283,279.024390244,-8.7096774193,23.43909038148335,-0.584900790123421
vphas_0284,280.0,-8.7096774193,23.88148661443518,-1.441836530478916
vphas_0285,280.975609756,-8.7096774193,24.32200367076072,-2.299824643439341
vphas_0286,281.951219512,-8.7096774193,24.7608344037573,-3.158810255025388
vphas_0287,282.926829268,-8.7096774193,25.19817090758693,-4.018739450913042
vphas_0288,283.902439024,-8.7096774193,25.63420480319028,-4.879559189012843
vphas_0289,102.717391304,-9.6774193548,221.4983899980423,-4.521141232399034
vphas_0290,103.695652174,-9.6774193548,221.9349595376679,-3.66071594150985
vphas_0291,104.673913043,-9.6774193548,222.37316232574673,-2.801330716774257
vphas_0292,105.652173913,-9.6774193548,222.81318902682136,-1.943040042917629
vphas_0293,106.630434783,-9.6774193548,223.25523107438428,-1.08589944786635
vphas_0294,107.608695652,-9.6774193548,223.69948095027948,-0.229965588729065
vphas_0295,108.586956522,-9.6774193548,224.1461324614868,0.62470366031655
vphas_0296,109.565217391,-9.6774193548,224.59538101032007,1.478049109260644
vphas_0297,110.543478261,-9.6774193548,225.0474238700178,2.330010164221322
vphas_0298,111.52173913,-9.6774193548,225.50246045210145,3.180524722795057
vphas_0299,112.5,-9.6774193548,225.9606925807039,4.029529080451439
vphas_0300,113.47826087,-9.6774193548,226.42232476001038,4.876957820708009
vphas_0301,271.956521739,-9.6774193548,19.30675952756835,5.122820535717725
vphas_0302,272.934782609,-9.6774193548,19.76941812678174,4.275862011293836
vphas_0303,273.913043478,-9.6774193548,20.22861672735655,3.42730853227173
vphas_0304,274.891304348,-9.6774193548,20.68456066460242,2.577226028999479
vphas_0305,275.869565217,-9.6774193548,21.13745251180785,1.725678695190158
vphas_0306,276.847826087,-9.6774193548,21.58749235475636,0.87272908567454
vphas_0307,277.826086957,-9.6774193548,22.03487805908042,0.01843822395393
vphas_0308,278.804347826,-9.6774193548,22.4798055425284,-0.837134301916887
vphas_0309,279.782608696,-9.6774193548,22.92246904793764,-1.693930246190372
vphas_0310,280.760869565,-9.6774193548,23.36306141296116,-2.551892605991597
vphas_0311,281.739130435,-9.6774193548,23.80177434844918,-3.410965537223858
vphas_0312,282.717391304,-9.6774193548,24.2387987120743,-4.271094258409189
vphas_0313,283.695652174,-9.6774193548,24.67432479227309,-5.1322249702775
vphas_0314,102.997275204,-10.6451612903,222.4897369519261,-4.710921997942688
vphas_0315,103.978201635,-10.6451612903,222.925936341759,-3.850587575569361
vphas_0316,104.959128065,-10.6451612903,223.36397810468154,-2.991409037487205
vphas_0317,105.940054496,-10.6451612903,223.80405139789036,-2.13344184267653
vphas_0318,106.920980926,-10.6451612903,224.24634626199517,-1.276742605478342
vphas_0319,107.901907357,-10.6451612903,224.6910538956497,-0.421369177377358
vphas_0320,108.882833787,-10.6451612903,225.13836692009608,0.432619255185842
vphas_0321,109.863760218,-10.6451612903,225.58847964864052,1.285162084677182
vphas_0322,110.844686649,-10.6451612903,226.04158834755057,2.136197180727008
vphas_0323,111.825613079,-10.6451612903,226.49789150022187,2.985660794327448
vphas_0324,112.80653951,-10.6451612903,226.95759007057765,3.833487458975926
vphas_0325,113.78746594,-10.6451612903,227.42088776137658,4.679609879891617
vphas_0326,271.716621253,-10.6451612903,18.34097743109353,4.864715397234733
vphas_0327,272.697547684,-10.6451612903,18.80509098459502,4.018975456607368
vphas_0328,273.678474114,-10.6451612903,19.26556040445783,3.171516279430826
vphas_0329,274.659400545,-10.6451612903,19.72259003056887,2.322405571075155
vphas_0330,275.640326975,-10.6451612903,20.17638140296372,1.471709192149019
vphas_0331,276.621253406,-10.6451612903,20.62713352708561,0.619491257053023
vphas_0332,277.602179837,-10.6451612903,21.0750431324049,-0.234185757809779
vphas_0333,278.583106267,-10.6451612903,21.52030493641508,-1.08926091756602
vphas_0334,279.564032698,-10.6451612903,21.96311190974551,-1.945674735262548
vphas_0335,280.544959128,-10.6451612903,22.4036555384068,-2.803369072113729
vphas_0336,281.525885559,-10.6451612903,22.84212609500242,-3.662287053180203
vphas_0337,282.506811989,-10.6451612903,23.27871290549071,-4.52237297116644
vphas_0338,103.278688525,-11.6129032258,223.48173520263438,-4.899631985912324
vphas_0339,104.262295082,-11.6129032258,223.91746805914687,-4.039648798572349
vphas_0340,105.245901639,-11.6129032258,224.35525288065745,-3.180937244344841
vphas_0341,106.229508197,-11.6129032258,224.79527703610188,-2.323553833820517
vphas_0342,107.213114754,-11.6129032258,225.2377288934567,-1.467556341515567
vphas_0343,108.196721311,-11.6129032258,225.68279808537366,-0.613003889495159
vphas_0344,109.180327869,-11.6129032258,226.1306757676892,0.240042958956069
vphas_0345,110.163934426,-11.6129032258,226.5815548753159,1.091522103263064
vphas_0346,111.147540984,-11.6129032258,227.0356303806263,1.941369815490991
vphas_0347,112.131147541,-11.6129032258,227.49309954333572,2.789520634388011
vphas_0348,113.114754098,-11.6129032258,227.95416216603147,3.635907269271682
vphas_0349,114.098360656,-11.6129032258,228.41902084420948,4.480460491888206
vphas_0350,271.475409836,-11.6129032258,17.37587958913108,4.604960857615805
vphas_0351,272.459016393,-11.6129032258,17.8413159222835,3.760684242150842
vphas_0352,273.442622951,-11.6129032258,18.30292604518006,2.91456382349016
vphas_0353,274.426229508,-11.6129032258,18.7609129854004,2.066669127614031
vphas_0354,275.409836066,-11.6129032258,19.21547694244956,1.21706772361561
vphas_0355,276.393442623,-11.6129032258,19.66681553533031,0.365825336655643
vphas_0356,277.37704918,-11.6129032258,20.11512405793937,-0.48699405543048
vphas_0357,278.360655738,-11.6129032258,20.56059573101057,-1.341328120069269
vphas_0358,279.344262295,-11.6129032258,21.00342195569038,-2.197116070787002
vphas_0359,280.327868852,-11.6129032258,21.44379257318745,-3.054298578567639
vphas_0360,281.31147541,-11.6129032258,21.88189612283063,-3.912817677861514
vphas_0361,282.295081967,-11.6129032258,22.31792010319892,-4.77261667479651
vphas_0362,103.561643836,-12.5806451613,224.47435362685223,-5.087367645448505
vphas_0363,104.547945205,-12.5806451613,224.90952389022516,-4.2279977622477
vphas_0364,105.534246575,-12.5806451613,225.34695592748199,-3.370015079936659
vphas_0365,106.520547945,-12.5806451613,225.78683503983427,-2.51347723786303
vphas_0366,107.506849315,-12.5806451613,226.2293476443862,-1.658443242999249
vphas_0367,108.493150685,-12.5806451613,226.67468152751002,-0.804973559657443
vphas_0368,109.479452055,-12.5806451613,227.12302609534493,0.046869799336895
vphas_0369,110.465753425,-12.5806451613,227.57457262146775,0.897023178919373
vphas_0370,111.452054795,-12.5806451613,228.02951449217477,1.745421185287426
vphas_0371,112.438356164,-12.5806451613,228.4880474492933,2.591996585546466
vphas_0372,113.424657534,-12.5806451613,228.95036983365458,3.436680208421734
vphas_0373,114.410958904,-12.5806451613,229.41668282252536,4.279400832938109
vphas_0374,115.397260274,-12.5806451613,229.88719067052216,5.120085082004081
vphas_0375,270.246575342,-12.5806451613,15.94064588457072,5.184028582332452
vphas_0376,271.232876712,-12.5806451613,16.41148168907683,4.343502500632763
vphas_0377,272.219178082,-12.5806451613,16.87810694494617,3.500934363260858
